address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
401/108 Bennett Street,East Perth,WA,6004,401/108 Bennett Street East Perth WA 6004,"$380,000",2021-02-01,Apartment,2,2,1,104,75,2016-01-01,0,1900-01-01,not recorded,-31.9557064,115.8734788
31/188 Adelaide Terrace,East Perth,WA,6004,31/188 Adelaide Terrace East Perth WA 6004,"$295,000",2021-02-01,Apartment,1,1,1,85,53,2007-01-01,$400pw,2021-03-01,Peter Wright,-31.9590609,115.8702443
54/35 Wellington Street,East Perth,WA,6004,54/35 Wellington Street East Perth WA 6004,"$430,000",2021-02-01,Apartment,2,2,1,103,71,2015-01-01,$500pw,2020-04-01,Steven Erceg,-31.9569172,115.8744173
203/35 Bronte Street,East Perth,WA,6004,203/35 Bronte Street East Perth WA 6004,"$380,000",2021-02-01,Apartment,1,1,1,79,50,2018-01-01,$350pw,2018-11-01,Joshua Leader,-31.9559462,115.8749099
11/22 Brown Street,East Perth,WA,6004,11/22 Brown Street East Perth WA 6004,"$392,500",2021-02-01,Apartment,1,1,1,106,65,2011-01-01,0,1900-01-01,Brendon Habak,-31.9507681,115.8778211
11/193 Hay Street,East Perth,WA,6004,11/193 Hay Street East Perth WA 6004,"$300,000",2021-02-01,Apartment,2,1,1,96,71,2000-01-01,0,1900-01-01,Brendon Habak,-31.9591622,115.8732016
202/189 Adelaide Terrace,East Perth,WA,6004,202/189 Adelaide Terrace East Perth WA 6004,"$808,000",2021-01-01,Apartment,2,2,1,125,84,2017-01-01,$780pw,2020-10-01,Cherry Li,-31.9594044,115.8697129
10/50 Royal Street,East Perth,WA,6004,10/50 Royal Street East Perth WA 6004,"$970,000",2021-01-01,Apartment,3,2,2,185,125,2013-01-01,0,1900-01-01,Brendan Smith,-31.9529996,115.8787208
21/50 Trafalgar Road,East Perth,WA,6004,21/50 Trafalgar Road East Perth WA 6004,"$1,085,000",2021-01-01,Apartment,3,2,3,351,191,1998-01-01,$775pw,2009-10-01,not recorded,-31.9534244,115.8802777
84/131 Adelaide Terrace,East Perth,WA,6004,84/131 Adelaide Terrace East Perth WA 6004,"$400,000",2021-01-01,Apartment,2,2,1,124,83,2007-01-01,$480pw,2018-04-01,Josh Roberts,-31.9603998,115.8724623
52/100 Terrace Road,East Perth,WA,6004,52/100 Terrace Road East Perth WA 6004,"$630,000",2021-01-01,Apartment,2,2,2,137,82,2009-01-01,$590pw,2020-12-01,Graeme Correy,-31.9603744,115.868396
1A/29 Trafalgar Road,East Perth,WA,6004,1A/29 Trafalgar Road East Perth WA 6004,"$1,100,000",2021-01-01,Apartment,3,2,2,272,165,2002-01-01,0,1900-01-01,Brendan Smith,-31.9548143,115.8798554
47/175 Hay Street,East Perth,WA,6004,47/175 Hay Street East Perth WA 6004,"$3,820,000",2021-01-01,Apartment,2,2,1,109,81,2005-01-01,$400pw,2019-02-01,Paul Owen,-31.9592473,115.8735713
12/47 Forrest Avenue,East Perth,WA,6004,12/47 Forrest Avenue East Perth WA 6004,"$607,000",2021-01-01,Apartment,2,2,2,179,126,1987-01-01,$700pw,2012-12-01,Brendan Smith,-31.9574501,115.8742182
36/193 Hay Street,East Perth,WA,6004,36/193 Hay Street East Perth WA 6004,"$265,000",2021-01-01,Apartment,2,1,1,95,72,2000-01-01,$320pw,2018-05-01,not recorded,-31.9591622,115.8732016
42/43 Wickham Street,East Perth,WA,6004,42/43 Wickham Street East Perth WA 6004,"$465,000",2021-01-01,Apartment,2,2,1,105,71,2014-01-01,0,1900-01-01,Nick Holt,-31.95475,115.87484
12/33 Royal Street,East Perth,WA,6004,12/33 Royal Street East Perth WA 6004,"$1,100,000",2021-01-01,Apartment,4,2,2,288,204,2001-01-01,$850pw,2010-10-01,Brendan Smith,-31.953357,115.8785616
3/78 Terrace Road,East Perth,WA,6004,3/78 Terrace Road East Perth WA 6004,"$750,000",2021-01-01,Apartment,2,2,2,164,103,2005-01-01,0,1900-01-01,Brent Compton,-31.9605553,115.8701029
2/22 Saunders Street,East Perth,WA,6004,2/22 Saunders Street East Perth WA 6004,"$442,332",2021-01-01,Apartment,2,1,1,116,77,2001-01-01,0,1900-01-01,not recorded,-31.9516474,115.8741305
7/20 Saunders Street,East Perth,WA,6004,7/20 Saunders Street East Perth WA 6004,"$445,000",2021-01-01,Apartment,2,1,1,103,77,2001-01-01,$480pw,2014-05-01,Brendan Smith,-31.9516474,115.8741305
1105/63 Adelaide Terrace,East Perth,WA,6004,1105/63 Adelaide Terrace East Perth WA 6004,"$370,000",2021-01-01,Apartment,1,1,1,80,47,2019-01-01,0,1900-01-01,Peter Wright,-31.9611813,115.8749575
21/1 Henry Lawson Walk,East Perth,WA,6004,21/1 Henry Lawson Walk East Perth WA 6004,"$1,080,000",2021-01-01,Apartment,4,2,2,219,160,1999-01-01,$650pw,2017-05-01,Brendan Smith,-31.9512153,115.8804099
21/65 Wittenoom Street,East Perth,WA,6004,21/65 Wittenoom Street East Perth WA 6004,"$485,000",2021-01-01,Apartment,2,2,2,126,81,2001-01-01,$490pw,2021-01-01,Brendan Smith,-31.95383,115.87473
72/131 Adelaide Terrace,East Perth,WA,6004,72/131 Adelaide Terrace East Perth WA 6004,"$399,000",2021-01-01,Apartment,2,2,1,115,83,2007-01-01,$465pw,2016-08-01,Fab Forneris,-31.9603998,115.8724623
52/34 East Parade,East Perth,WA,6004,52/34 East Parade East Perth WA 6004,"$395,000",2021-01-01,Apartment,1,1,0,85,52,2018-01-01,0,1900-01-01,Peter Wright,-31.9502251,115.8771398
107/90 Terrace Road,East Perth,WA,6004,107/90 Terrace Road East Perth WA 6004,"$910,000",2021-01-01,Apartment,2,2,2,161,103,2013-01-01,0,1900-01-01,Jasmyn Wright,-31.9602559,115.8693202
2/273 Hay Street,East Perth,WA,6004,2/273 Hay Street East Perth WA 6004,"$250,000",2021-01-01,Apartment,2,1,0,83,75,2002-01-01,$350pw,2021-01-01,Steven Chapelhow,-31.9583156,115.8702443
11/49-53 Bronte Street,East Perth,WA,6004,11/49-53 Bronte Street East Perth WA 6004,"$349,000",2021-01-01,Apartment,2,1,1,96,66,1996-01-01,0,1900-01-01,Brendon Habak,-31.95567,115.87414
43/88 Terrace Road,East Perth,WA,6004,43/88 Terrace Road East Perth WA 6004,"$1,900,000",2020-12-01,Apartment,3,2,2,237,145,2015-01-01,$1250pw,2021-01-01,not recorded,-31.9607126,115.869505
2507/63 Adelaide Terrace,East Perth,WA,6004,2507/63 Adelaide Terrace East Perth WA 6004,"$695,000",2020-12-01,Apartment,2,2,1,110,76,2019-01-01,$750pw,2020-12-01,Peter Wright,-31.9611813,115.8749575
71/98 Terrace Road,East Perth,WA,6004,71/98 Terrace Road East Perth WA 6004,"$3,000,000",2020-12-01,Apartment,4,3,3,649,269,2009-01-01,$430pw,2017-08-01,not recorded,-31.9604852,115.8687426
44/42 Terrace Road,East Perth,WA,6004,44/42 Terrace Road East Perth WA 6004,"$1,205,000",2020-12-01,Apartment,3,3,2,252,161,2002-01-01,$1200pw,2020-04-01,Tim Whall,-31.9614785,115.8719771
4/23 Wellington Street,East Perth,WA,6004,4/23 Wellington Street East Perth WA 6004,"$279,000",2020-12-01,Apartment,2,1,1,105,78,1996-01-01,$300pw,2019-06-01,not recorded,-31.957053,115.8749405
51/189 Adelaide Terrace,East Perth,WA,6004,51/189 Adelaide Terrace East Perth WA 6004,"$800,000",2020-12-01,Apartment,3,2,2,193,111,2017-01-01,0,1900-01-01,not recorded,-31.9594044,115.8697129
602/63 Adelaide Terrace,East Perth,WA,6004,602/63 Adelaide Terrace East Perth WA 6004,"$525,000",2020-12-01,Apartment,2,2,1,115,76,2019-01-01,$510pw,2019-09-01,not recorded,-31.9611813,115.8749575
50/123 Wellington Street,East Perth,WA,6004,50/123 Wellington Street East Perth WA 6004,"$368,000",2020-12-01,Apartment,3,1,1,121,93,2000-01-01,0,1900-01-01,not recorded,-31.9560914,115.8709157
21/273 Hay Street,East Perth,WA,6004,21/273 Hay Street East Perth WA 6004,"$342,000",2020-12-01,Apartment,2,1,1,107,76,2002-01-01,$750pw,2013-01-01,not recorded,-31.9583156,115.8702443
15/43 Wickham Street,East Perth,WA,6004,15/43 Wickham Street East Perth WA 6004,"$475,000",2020-12-01,Apartment,2,2,2,108,64,2014-01-01,0,1900-01-01,not recorded,-31.95475,115.87484
1/47 Tully Road,East Perth,WA,6004,1/47 Tully Road East Perth WA 6004,"$442,000",2020-12-01,Apartment,2,2,1,348,77,2010-01-01,$390pw,2020-05-01,not recorded,-31.9486335,115.8796561
6/26 Saunders Street,East Perth,WA,6004,6/26 Saunders Street East Perth WA 6004,"$475,000",2020-12-01,Apartment,2,2,1,116,95,2001-01-01,$450pw,2019-04-01,not recorded,-31.95165,115.87413
28/259-269 Hay Street,East Perth,WA,6004,28/259-269 Hay Street East Perth WA 6004,"$340,000",2020-12-01,Apartment,2,2,1,115,82,2005-01-01,0,1900-01-01,not recorded,-31.95837,115.87057
7/2 Bremer Promenade,East Perth,WA,6004,7/2 Bremer Promenade East Perth WA 6004,"$351,500",2020-12-01,Apartment,1,1,1,97,64,2009-01-01,$420pw,2020-11-01,not recorded,-31.9603907,115.8771482
5/17 Wickham Street,East Perth,WA,6004,5/17 Wickham Street East Perth WA 6004,"$320,000",2020-12-01,Apartment,2,2,1,131,73,2019-01-01,0,1900-01-01,not recorded,-31.9550656,115.8761358
121/181 Adelaide Terrace,East Perth,WA,6004,121/181 Adelaide Terrace East Perth WA 6004,"$630,000",2020-12-01,Apartment,2,2,2,140,86,2012-01-01,$750pw,2021-01-01,not recorded,-31.9596519,115.8708104
1/2A Goderich Street,East Perth,WA,6004,1/2A Goderich Street East Perth WA 6004,"$450,000",2020-12-01,Apartment,2,2,1,161,87,2003-01-01,0,1900-01-01,not recorded,-31.9580342,115.8754854
17/42-52 Terrace Road,East Perth,WA,6004,17/42-52 Terrace Road East Perth WA 6004,"$450,000",2020-11-01,Apartment,1,1,1,110,77,2002-01-01,0,1900-01-01,not recorded,-31.9612883,115.872185
50/22 Nile Street,East Perth,WA,6004,50/22 Nile Street East Perth WA 6004,"$299,000",2020-11-01,Apartment,2,2,1,62,62,2004-01-01,$500pw,2014-09-01,not recorded,-31.9545302,115.8807795
45/188 Adelaide Terrace,East Perth,WA,6004,45/188 Adelaide Terrace East Perth WA 6004,"$390,000",2020-11-01,House,2,2,1,114,84,2007-01-01,$450pw,2020-08-01,not recorded,-31.9590609,115.8702443
22/18 Wellington Street,East Perth,WA,6004,22/18 Wellington Street East Perth WA 6004,"$391,850",2020-11-01,Apartment,2,2,1,109,81,2011-01-01,$390pw,2016-12-01,not recorded,-31.9563843,115.8748959
23/7 Bronte Street,East Perth,WA,6004,23/7 Bronte Street East Perth WA 6004,"$460,000",2020-11-01,Apartment,3,2,1,121,94,2003-01-01,$440pw,2015-12-01,not recorded,-31.9568934,115.8779147
505/108 Terrace Road,East Perth,WA,6004,505/108 Terrace Road East Perth WA 6004,"$730,000",2020-11-01,Apartment,2,2,2,141,98,2003-01-01,$700pw,2021-01-01,not recorded,-31.9600184,115.8677491
36B/22 Nile Street,East Perth,WA,6004,36B/22 Nile Street East Perth WA 6004,"$347,500",2020-11-01,Apartment,2,2,1,62,62,2004-01-01,0,1900-01-01,not recorded,-31.9545302,115.8807795
2/175 Hay Street,East Perth,WA,6004,2/175 Hay Street East Perth WA 6004,"$435,000",2020-11-01,Apartment,3,2,1,165,98,2005-01-01,$450pw,2018-01-01,not recorded,-31.9592473,115.8735713
166/181 Adelaide Terrace,East Perth,WA,6004,166/181 Adelaide Terrace East Perth WA 6004,"$595,000",2020-11-01,Apartment,2,2,2,128,84,2012-01-01,$700pw,2020-12-01,not recorded,-31.9596519,115.8708104
501/108 Bennett Street,East Perth,WA,6004,501/108 Bennett Street East Perth WA 6004,"$390,000",2020-11-01,Apartment,2,2,1,104,75,2016-01-01,0,1900-01-01,not recorded,-31.9557064,115.8734788
1505/8 Adelaide Terrace,East Perth,WA,6004,1505/8 Adelaide Terrace East Perth WA 6004,"$455,000",2020-11-01,Apartment,2,1,1,108,74,2014-01-01,$590pw,2015-07-01,not recorded,-31.96126,115.8771577
20/118 Royal Street,East Perth,WA,6004,20/118 Royal Street East Perth WA 6004,"$650,000",2020-11-01,Apartment,2,2,2,176,130,2006-01-01,$595pw,2020-07-01,not recorded,-31.9527141,115.8750499
601/108 Bennett Street,East Perth,WA,6004,601/108 Bennett Street East Perth WA 6004,"$395,000",2020-11-01,Apartment,2,2,1,104,75,2016-01-01,$425pw,2019-11-01,not recorded,-31.9557064,115.8734788
11 Bakery Lane,East Perth,WA,6004,11 Bakery Lane East Perth WA 6004,"$990,000",2020-11-01,House,3,2,2,161,190,2003-01-01,$800pw,2007-09-01,not recorded,-31.9513877,115.8740102
3/24 Constitution Street,East Perth,WA,6004,3/24 Constitution Street East Perth WA 6004,"$910,000",2020-11-01,Apartment,3,2,2,309,132,1996-01-01,0,1900-01-01,Brendan Smith,-31.95403,115.88048
17/125 Wellington Street,East Perth,WA,6004,17/125 Wellington Street East Perth WA 6004,"$390,000",2020-11-01,Apartment,3,1,1,124,94,2000-01-01,0,1900-01-01,not recorded,-31.9556598,115.870175
58/259-269 Hay Street,East Perth,WA,6004,58/259-269 Hay Street East Perth WA 6004,"$470,000",2020-11-01,Apartment,2,2,1,117,82,2005-01-01,$550pw,2020-11-01,not recorded,-31.95837,115.87057
9/47 Forrest Avenue,East Perth,WA,6004,9/47 Forrest Avenue East Perth WA 6004,"$577,000",2020-11-01,Apartment,2,2,2,176,131,1987-01-01,$550pw,2018-08-01,not recorded,-31.9574501,115.8742182
12/34 East Parade,East Perth,WA,6004,12/34 East Parade East Perth WA 6004,"$483,000",2020-11-01,Apartment,2,1,1,151,73,2018-01-01,0,1900-01-01,not recorded,-31.9502251,115.8771398
109/45 Adelaide Terrace,East Perth,WA,6004,109/45 Adelaide Terrace East Perth WA 6004,"$174,500",2020-11-01,Apartment,1,1,1,184,46,1945-01-01,$250pw,2020-07-01,not recorded,-31.9616939,115.8755586
68/100 Terrace Road,East Perth,WA,6004,68/100 Terrace Road East Perth WA 6004,"$620,000",2020-11-01,Apartment,2,2,2,140,87,2009-01-01,$625pw,2019-07-01,not recorded,-31.9603744,115.868396
15/11 Regal Place,East Perth,WA,6004,15/11 Regal Place East Perth WA 6004,"$225,000",2020-11-01,Apartment,2,1,1,96,73,1999-01-01,$290pw,2019-05-01,not recorded,-31.9537877,115.8770599
102/42-52 Terrace Road,East Perth,WA,6004,102/42-52 Terrace Road East Perth WA 6004,"$731,000",2020-11-01,Apartment,2,2,1,143,107,2002-01-01,$560pw,2020-08-01,Peter Wright,-31.9612883,115.872185
9/273 Hay Street,East Perth,WA,6004,9/273 Hay Street East Perth WA 6004,"$292,000",2020-11-01,Apartment,2,1,1,97,69,2002-01-01,$465pw,2012-02-01,not recorded,-31.9583156,115.8702443
56/123 Wellington Street,East Perth,WA,6004,56/123 Wellington Street East Perth WA 6004,"$350,000",2020-10-01,Apartment,3,1,1,119,93,2000-01-01,$390pw,2019-09-01,not recorded,-31.9560914,115.8709157
1/190 Hay Street,East Perth,WA,6004,1/190 Hay Street East Perth WA 6004,"$310,000",2020-10-01,Apartment,2,2,1,109,91,2002-01-01,0,1900-01-01,not recorded,-31.9590239,115.8731642
413/45 Adelaide Terrace,East Perth,WA,6004,413/45 Adelaide Terrace East Perth WA 6004,"$198,000",2020-10-01,Apartment,1,1,1,184,46,1945-01-01,$300pw,2020-10-01,not recorded,-31.9616939,115.8755586
71/148 Adelaide Terrace,East Perth,WA,6004,71/148 Adelaide Terrace East Perth WA 6004,"$560,000",2020-10-01,Apartment,2,2,2,125,81,2009-01-01,$610pw,2020-08-01,not recorded,-31.9596746,115.8723699
411/2 Moreau Parade,East Perth,WA,6004,411/2 Moreau Parade East Perth WA 6004,"$335,000",2020-10-01,Apartment,1,1,1,92,65,2015-01-01,$425pw,2019-04-01,not recorded,-31.9609755,115.8776146
110/90 Terrace Road,East Perth,WA,6004,110/90 Terrace Road East Perth WA 6004,"$795,000",2020-10-01,Apartment,2,2,2,156,101,2013-01-01,$800pw,2020-09-01,Peter Wright,-31.9602559,115.8693202
12/39 Brown Street,East Perth,WA,6004,12/39 Brown Street East Perth WA 6004,"$435,000",2020-10-01,Apartment,2,2,1,122,93,2000-01-01,$430pw,2017-04-01,not recorded,-31.95134,115.8778
42/138 Adelaide Terrace,East Perth,WA,6004,42/138 Adelaide Terrace East Perth WA 6004,"$150,000",2020-10-01,Apartment,1,1,1,29,29,1950-01-01,$240pw,2019-03-01,not recorded,-31.959734,115.8727626
403/9 Tully Road,East Perth,WA,6004,403/9 Tully Road East Perth WA 6004,"$480,000",2020-10-01,Apartment,2,2,1,123,70,2019-01-01,0,1900-01-01,not recorded,-31.9488636,115.8772379
213/8 Moreau Parade,East Perth,WA,6004,213/8 Moreau Parade East Perth WA 6004,"$340,000",2020-10-01,Apartment,0,1,1,134,37,2016-01-01,$490pw,2019-06-01,not recorded,-31.9606802,115.8767827
16/82 Royal Street,East Perth,WA,6004,16/82 Royal Street East Perth WA 6004,"$375,000",2020-10-01,Apartment,2,1,1,103,83,1998-01-01,$410pw,2020-03-01,not recorded,-31.9529562,115.8773602
17/143 Adelaide Terrace,East Perth,WA,6004,17/143 Adelaide Terrace East Perth WA 6004,"$300,000",2020-10-01,Apartment,1,1,1,89,48,2011-01-01,$360pw,2019-01-01,not recorded,-31.9602744,115.8722775
6/155 Adelaide Terrace,East Perth,WA,6004,6/155 Adelaide Terrace East Perth WA 6004,"$307,500",2020-10-01,Apartment,1,1,1,109,62,2010-01-01,$350pw,2020-06-01,not recorded,-31.9600819,115.8716046
140/143 Adelaide Terrace,East Perth,WA,6004,140/143 Adelaide Terrace East Perth WA 6004,"$272,500",2020-10-01,Apartment,1,1,1,66,40,2011-01-01,$350pw,2020-09-01,not recorded,-31.9602744,115.8722775
8/151 Adelaide Terrace,East Perth,WA,6004,8/151 Adelaide Terrace East Perth WA 6004,"$445,000",2020-10-01,Apartment,2,2,1,138,89,2008-01-01,0,1900-01-01,not recorded,-31.9601109,115.8717923
2404/63 Adelaide Terrace,East Perth,WA,6004,2404/63 Adelaide Terrace East Perth WA 6004,"$425,000",2020-10-01,Apartment,1,1,1,80,47,2019-01-01,$580pw,2020-10-01,not recorded,-31.9611813,115.8749575
4 Constitution Street,East Perth,WA,6004,4 Constitution Street East Perth WA 6004,"$719,000",2020-10-01,Townhouse,3,2,2,206,110,1996-01-01,$590pw,2019-11-01,Peter Wright,-31.95414,115.8813
8/22 Eastbrook Terrace,East Perth,WA,6004,8/22 Eastbrook Terrace East Perth WA 6004,"$890,000",2020-10-01,Apartment,3,2,2,185,134,2007-01-01,0,1900-01-01,Helen Bond,-31.9527009,115.8762513
67/18 Wellington Street,East Perth,WA,6004,67/18 Wellington Street East Perth WA 6004,"$292,500",2020-10-01,Apartment,1,1,1,89,58,2011-01-01,$300pw,2017-10-01,not recorded,-31.9563843,115.8748959
605/108 Terrace Road,East Perth,WA,6004,605/108 Terrace Road East Perth WA 6004,"$770,000",2020-09-01,Apartment,2,2,1,129,98,2003-01-01,0,1900-01-01,Jasmyn Wright,-31.9600184,115.8677491
4 Flagstaff Lane,East Perth,WA,6004,4 Flagstaff Lane East Perth WA 6004,"$1,250,000",2020-09-01,House,3,2,2,160,,1999-01-01,0,1900-01-01,not recorded,-31.9512655,115.879324
312/45 Adelaide Terrace,East Perth,WA,6004,312/45 Adelaide Terrace East Perth WA 6004,"$220,000",2020-09-01,Apartment,1,1,1,184,46,1945-01-01,$250pw,2018-12-01,not recorded,-31.9616939,115.8755586
1/50 Trafalgar Road,East Perth,WA,6004,1/50 Trafalgar Road East Perth WA 6004,"$920,000",2020-09-01,Apartment,3,2,2,305,136,1998-01-01,$650pw,2018-09-01,Brendon Habak,-31.9534244,115.8802777
90/189 Adelaide Terrace,East Perth,WA,6004,90/189 Adelaide Terrace East Perth WA 6004,"$660,000",2020-09-01,Apartment,2,2,1,124,107,2017-01-01,0,1900-01-01,not recorded,-31.9594044,115.8697129
73/189 Adelaide Terrace,East Perth,WA,6004,73/189 Adelaide Terrace East Perth WA 6004,"$570,000",2020-09-01,Apartment,2,2,1,119,81,2017-01-01,0,1900-01-01,not recorded,-31.9594044,115.8697129
1802/63 Adelaide Terrace,East Perth,WA,6004,1802/63 Adelaide Terrace East Perth WA 6004,"$670,000",2020-09-01,Apartment,2,2,1,115,76,2019-01-01,0,1900-01-01,not recorded,-31.9611813,115.8749575
190/143 Adelaide Terrace,East Perth,WA,6004,190/143 Adelaide Terrace East Perth WA 6004,"$560,000",2020-09-01,Apartment,3,2,2,149,96,2011-01-01,$660pw,2020-06-01,not recorded,-31.9602744,115.8722775
27/20 Royal Street,East Perth,WA,6004,27/20 Royal Street East Perth WA 6004,"$755,000",2020-09-01,Apartment,2,2,2,167,103,2001-01-01,0,1900-01-01,Brendan Smith,-31.9527898,115.8797399
2004/63 Adelaide Terrace,East Perth,WA,6004,2004/63 Adelaide Terrace East Perth WA 6004,"$420,000",2020-09-01,Apartment,1,1,1,80,47,2019-01-01,0,1900-01-01,not recorded,-31.9611813,115.8749575
91/189 Adelaide Terrace,East Perth,WA,6004,91/189 Adelaide Terrace East Perth WA 6004,"$595,000",2020-09-01,Apartment,2,2,1,119,81,2017-01-01,0,1900-01-01,not recorded,-31.9594044,115.8697129
34/148 Adelaide Terrace,East Perth,WA,6004,34/148 Adelaide Terrace East Perth WA 6004,"$445,000",2020-09-01,Apartment,2,2,2,125,81,2009-01-01,$470pw,2019-03-01,not recorded,-31.9596746,115.8723699
105 Zebina Street,East Perth,WA,6004,105 Zebina Street East Perth WA 6004,"$802,000",2020-09-01,House,3,1,3,491,131,1930-01-01,0,1900-01-01,Paul Owen,-31.9404439,115.8788157
Lot 1 of 46 Joel Terrace,East Perth,WA,6004,Lot 1 of 46 Joel Terrace East Perth WA 6004,"$440,000",2020-09-01,House,3,2,2,216,200,1925-01-01,0,1900-01-01,not recorded,-31.94308,115.87993
2/25 Haig Park Circle,East Perth,WA,6004,2/25 Haig Park Circle East Perth WA 6004,"$800,000",2020-09-01,Apartment,2,2,1,181,122,2000-01-01,$650pw,2013-01-01,not recorded,-31.9545233,115.8796706
21/49-53 Bronte Street,East Perth,WA,6004,21/49-53 Bronte Street East Perth WA 6004,"$335,000",2020-09-01,Apartment,2,1,1,94,66,1996-01-01,$350pw,2020-08-01,not recorded,-31.95567,115.87414
12/151 Adelaide Terrace,East Perth,WA,6004,12/151 Adelaide Terrace East Perth WA 6004,"$445,000",2020-09-01,Apartment,2,2,1,138,88,2008-01-01,0,1900-01-01,not recorded,-31.9601109,115.8717923
130/189 Adelaide Terrace,East Perth,WA,6004,130/189 Adelaide Terrace East Perth WA 6004,"$650,000",2020-09-01,Apartment,2,2,1,125,84,2018-01-01,0,1900-01-01,not recorded,-31.9594044,115.8697129
6/2A Goderich Street,East Perth,WA,6004,6/2A Goderich Street East Perth WA 6004,"$363,000",2020-09-01,Apartment,2,2,1,148,87,2003-01-01,$600pw,2014-08-01,not recorded,-31.9580342,115.8754854
41/123 Wellington Street,East Perth,WA,6004,41/123 Wellington Street East Perth WA 6004,"$395,000",2020-09-01,Apartment,3,2,1,121,94,2000-01-01,$550pw,2011-06-01,not recorded,-31.9560914,115.8709157
40/35 Wellington Street,East Perth,WA,6004,40/35 Wellington Street East Perth WA 6004,"$309,500",2020-09-01,Apartment,1,1,1,83,51,2015-01-01,$400pw,2015-06-01,not recorded,-31.9569172,115.8744173
605/63 Adelaide Terrace,East Perth,WA,6004,605/63 Adelaide Terrace East Perth WA 6004,"$365,000",2020-09-01,Apartment,1,1,1,80,47,2019-01-01,$460pw,2021-01-01,not recorded,-31.9611813,115.8749575
59/269 Hay Street,East Perth,WA,6004,59/269 Hay Street East Perth WA 6004,"$405,000",2020-08-01,Apartment,2,2,1,1595,80,2005-01-01,$475pw,2018-11-01,not recorded,-31.9582351,115.870614
56/189 Adelaide Terrace,East Perth,WA,6004,56/189 Adelaide Terrace East Perth WA 6004,"$550,000",2020-09-01,Apartment,2,2,1,113,80,2005-01-01,0,1900-01-01,not recorded,-31.9594044,115.8697129
183/143 Adelaide Terrace,East Perth,WA,6004,183/143 Adelaide Terrace East Perth WA 6004,"$270,000",2020-09-01,Apartment,1,1,1,66,40,2011-01-01,$325pw,2019-12-01,not recorded,-31.9602744,115.8722775
50/118 Adelaide Terrace,East Perth,WA,6004,50/118 Adelaide Terrace East Perth WA 6004,"$375,000",2020-09-01,Apartment,2,2,1,123,79,2009-01-01,$500pw,2018-10-01,not recorded,-31.9600754,115.8735713
71/118 Adelaide Terrace,East Perth,WA,6004,71/118 Adelaide Terrace East Perth WA 6004,"$395,000",2020-08-01,Apartment,2,2,1,122,79,2009-01-01,$450pw,2020-07-01,not recorded,-31.9600754,115.8735713
12 Wittenoom Street,East Perth,WA,6004,12 Wittenoom Street East Perth WA 6004,"$1,190,000",2020-08-01,House,4,2,3,234,250,2002-01-01,$750pw,2012-01-01,not recorded,-31.9548,115.87899
45/175 Hay Street,East Perth,WA,6004,45/175 Hay Street East Perth WA 6004,"$420,000",2020-08-01,Apartment,3,2,1,129,98,2005-01-01,0,1900-01-01,not recorded,-31.9592473,115.8735713
5/24 Constitution Street,East Perth,WA,6004,5/24 Constitution Street East Perth WA 6004,"$822,725",2020-08-01,Apartment,3,2,2,266,130,1996-01-01,$695pw,2020-08-01,Brendan Smith,-31.95403,115.88048
9/82 Royal Street,East Perth,WA,6004,9/82 Royal Street East Perth WA 6004,"$625,000",2020-08-01,Apartment,3,2,2,123,123,1998-01-01,0,1900-01-01,Brendan Smith,-31.9529562,115.8773602
23/88 Terrace Road,East Perth,WA,6004,23/88 Terrace Road East Perth WA 6004,"$1,280,000",2020-08-01,Apartment,3,2,2,246,145,2015-01-01,$1450pw,2019-03-01,not recorded,-31.9607126,115.869505
64/193 Hay Street,East Perth,WA,6004,64/193 Hay Street East Perth WA 6004,"$269,000",2020-08-01,Apartment,2,1,1,100,75,2000-01-01,0,1900-01-01,not recorded,-31.9591622,115.8732016
9/1 Royal Street,East Perth,WA,6004,9/1 Royal Street East Perth WA 6004,"$1,190,000",2020-08-01,Apartment,4,3,3,328,232,1999-01-01,$900pw,2017-04-01,not recorded,-31.953372,115.8798305
416/8 Moreau Parade,East Perth,WA,6004,416/8 Moreau Parade East Perth WA 6004,"$245,000",2020-08-01,Apartment,1,1,1,90,66,2016-01-01,0,1900-01-01,not recorded,-31.9606802,115.8767827
65/123 Wellington Street,East Perth,WA,6004,65/123 Wellington Street East Perth WA 6004,"$319,000",2020-08-01,Apartment,2,1,1,106,79,2000-01-01,$395pw,2017-10-01,not recorded,-31.9560914,115.8709157
48/175 Hay Street,East Perth,WA,6004,48/175 Hay Street East Perth WA 6004,"$420,000",2020-08-01,Apartment,3,2,1,136,98,2005-01-01,$545pw,2017-01-01,not recorded,-31.9592473,115.8735713
39/193 Hay Street,East Perth,WA,6004,39/193 Hay Street East Perth WA 6004,"$258,000",2020-08-01,House,2,1,1,95,70,2000-01-01,0,1900-01-01,not recorded,-31.9591622,115.8732016
44 Tully Road,East Perth,WA,6004,44 Tully Road East Perth WA 6004,"$1,050,000",2020-08-01,House,3,2,2,246,209,2003-01-01,0,1900-01-01,not recorded,-31.9489339,115.8796037
15/47 Forrest Avenue,East Perth,WA,6004,15/47 Forrest Avenue East Perth WA 6004,"$575,000",2020-07-01,Apartment,2,1,2,182,126,1987-01-01,0,1900-01-01,not recorded,-31.9574501,115.8742182
