address,suburb,state,postcode,full_address,price,sold_date,type,bedrooms,bathrooms,car_space,Land_size,Building_size,built_date,rent,rent_date,agent,lat,lng
39 Robinson Street,Nedlands,WA,6009,39 Robinson Street Nedlands WA 6009,"$1,105,000",1/09/2019,House,4,2,2,696,,1/01/1976,0,1/01/1900,not recorded,-31.9785992,115.7957237
4/53 Stirling Highway,Nedlands,WA,6009,4/53 Stirling Highway Nedlands WA 6009,"$415,000",1/09/2019,Townhouse,2,1,1,84,84,1/01/1966,0,1/01/1900,Shellabears - Cottesloe,-31.9779168,115.8086549
20 Hillway,Nedlands,WA,6009,20 Hillway Nedlands WA 6009,"$1,750,000",1/09/2019,House,3,2,2,1012,304,1/01/1981,$875pw,1/09/2019,not recorded,-31.9895147,115.8129635
5/1 Park Road,Nedlands,WA,6009,5/1 Park Road Nedlands WA 6009,"$715,000",1/09/2019,Townhouse,3,2,2,123,119,1/01/2006,$650pw,1/07/2012,Shellabears - Cottesloe,-31.9737462,115.8174928
18 Doonan Road,Nedlands,WA,6009,18 Doonan Road Nedlands WA 6009,"$2,000,000",1/09/2019,House,3,3,2,195,,1/01/2021,0,1/01/1900,not recorded,-31.9822692,115.7978961
40 Dalkeith Road,Nedlands,WA,6009,40 Dalkeith Road Nedlands WA 6009,"$1,635,000",1/08/2019,House,3,2,5,1013,152,1/01/1925,0,1/01/1900,not recorded,-31.9773647,115.802934
20 Lupin Hill Grove,Nedlands,WA,6009,20 Lupin Hill Grove Nedlands WA 6009,"$1,600,000",1/08/2019,House,4,3,2,232,203,1/01/2008,0,1/01/1900,not recorded,-31.9658457,115.8067702
12/3 Vincent Street,Nedlands,WA,6009,12/3 Vincent Street Nedlands WA 6009,"$440,000",1/08/2019,Townhouse,2,1,1,68,68,1/01/1979,0,1/01/1900,Carmen Tutor,-31.9805,115.79824
19 Louise Street,Nedlands,WA,6009,19 Louise Street Nedlands WA 6009,"$2,400,000",1/08/2019,House,5,2,2,1015,,1/01/1946,$850pw,1/06/2020,not recorded,-31.9818677,115.7997449
32 Louise Street,Nedlands,WA,6009,32 Louise Street Nedlands WA 6009,"$1,660,000",1/08/2019,House,4,2,1,1012,280,1/01/1980,$1000pw,1/11/2014,not recorded,-31.9828353,115.8004382
25 Louise Street,Nedlands,WA,6009,25 Louise Street Nedlands WA 6009,"$2,160,000",1/08/2019,House,4,3,2,1012,282,1/01/1935,0,1/01/1900,not recorded,-31.9826803,115.7997218
2C Kanimbla Road,Nedlands,WA,6009,2C Kanimbla Road Nedlands WA 6009,"$576,000",1/07/2019,Townhouse,3,1,2,116,117,1/01/1977,$560pw,1/07/2019,not recorded,-31.9720696,115.8158258
8/7 Taylor Road,Nedlands,WA,6009,8/7 Taylor Road Nedlands WA 6009,"$441,000",1/07/2019,Apartment,2,1,1,93,74,1/01/1973,$460pw,1/02/2013,Dan Hegney Property Group,-31.9821001,115.7948947
20 Dalkeith Road,Nedlands,WA,6009,20 Dalkeith Road Nedlands WA 6009,"$1,400,000",1/07/2019,House,3,2,2,1037,138,1/01/1947,0,1/01/1900,Gordon Davies Real Estate - DALKEITH,-31.9749626,115.802934
42 Mountjoy Road,Nedlands,WA,6009,42 Mountjoy Road Nedlands WA 6009,"$1,700,000",1/07/2019,House,4,3,4,1012,210,1/01/1950,0,1/01/1900,not recorded,-31.9838202,115.801903
2 Louise Street,Nedlands,WA,6009,2 Louise Street Nedlands WA 6009,"$1,145,000",1/07/2019,House,3,2,2,340,195,1/01/1995,0,1/01/1900,Airey Real Estate,-31.980241,115.8004316
91 Melvista Avenue,Nedlands,WA,6009,91 Melvista Avenue Nedlands WA 6009,"$1,730,000",1/07/2019,House,3,2,2,999,,1/01/1938,0,1/01/1900,not recorded,-31.9886396,115.7998373
33 Mountjoy Road,Nedlands,WA,6009,33 Mountjoy Road Nedlands WA 6009,"$1,735,000",1/07/2019,House,4,2,2,1012,,1/01/1990,0,1/01/1900,not recorded,-31.9830048,115.8009928
44 Hillway,Nedlands,WA,6009,44 Hillway Nedlands WA 6009,"$2,150,000",1/07/2019,House,4,3,4,979,339,1/01/2015,$1750pw,1/05/2019,not recorded,-31.9912127,115.8114383
27 Clark Street,Nedlands,WA,6009,27 Clark Street Nedlands WA 6009,"$735,000",1/07/2019,House,2,1,3,118,118,1/01/1939,$350pw,1/08/2017,Kempton Azzopardi - Nedlands,-31.97934,115.81237
22 Vincent Street,Nedlands,WA,6009,22 Vincent Street Nedlands WA 6009,"$1,900,000",1/06/2019,House,4,2,1,1014,,1/01/2021,0,1/01/1900,not recorded,-31.9822881,115.799144
21 Vincent Street,Nedlands,WA,6009,21 Vincent Street Nedlands WA 6009,"$2,060,000",1/06/2019,House,3,2,2,994,211,1/01/1955,0,1/01/1900,not recorded,-31.9822585,115.7986125
103 Smyth Road,Nedlands,WA,6009,103 Smyth Road Nedlands WA 6009,"$1,025,000",1/06/2019,House,3,2,2,235,198,1/01/2017,0,1/01/1900,Burswood Peninsula Real Estate - BURSWOOD,-31.9782777,115.8055502
50 Ord Street,Nedlands,WA,6009,50 Ord Street Nedlands WA 6009,"$1,100,000",1/06/2019,House,3,2,2,696,203,1/01/2020,0,1/01/1900,not recorded,-31.9792581,115.7951691
29 Vincent Street,Nedlands,WA,6009,29 Vincent Street Nedlands WA 6009,"$1,875,000",1/06/2019,House,4,3,2,997,240,1/01/1950,$1450pw,1/05/2019,GRAY & CO. REALTY - Dalkeith,-31.9831898,115.79852
37 Hillway,Nedlands,WA,6009,37 Hillway Nedlands WA 6009,"$1,735,000",1/06/2019,House,5,2,3,911,243,1/01/1920,0,1/01/1900,not recorded,-31.9901473,115.811577
3/32 Martin Avenue,Nedlands,WA,6009,3/32 Martin Avenue Nedlands WA 6009,"$595,000",1/06/2019,House,3,2,2,458,110,1/01/1993,$550pw,1/02/2019,not recorded,-31.9788995,115.8002704
7 Burwood Street,Nedlands,WA,6009,7 Burwood Street Nedlands WA 6009,"$1,700,000",1/05/2019,House,4,2,2,1113,219,1/01/1920,$950pw,1/06/2008,Gordon Davies Real Estate - DALKEITH,-31.9656462,115.8094047
50 Webster Street,Nedlands,WA,6009,50 Webster Street Nedlands WA 6009,"$1,600,000",1/05/2019,House,4,2,2,1012,,1/01/1933,0,1/01/1900,Shellabears - Cottesloe,-31.9835563,115.8067471
16B Kanimbla Road,Nedlands,WA,6009,16B Kanimbla Road Nedlands WA 6009,"$722,000",1/05/2019,Townhouse,3,2,2,491,126,1/01/1982,$580pw,1/12/2016,Abel McGrath Property Group,-31.97248,115.81594
5B Marita Road,Nedlands,WA,6009,5B Marita Road Nedlands WA 6009,"$1,000,000",1/05/2019,House,3,2,2,445,142,1/01/1993,0,1/01/1900,Mint Real Estate - Claremont,-31.98156,115.7960542
11/1 Park Road,Nedlands,WA,6009,11/1 Park Road Nedlands WA 6009,"$550,000",1/05/2019,Townhouse,1,1,1,115,91,1/01/2006,$470pw,1/05/2019,Hub Residential,-31.9737462,115.8174928
13/160 Hampden Road,Nedlands,WA,6009,13/160 Hampden Road Nedlands WA 6009,"$550,000",1/04/2019,Townhouse,2,2,2,148,121,1/01/1999,$600pw,1/10/2014,Abel McGrath Property Group - Claremont,-31.972218,115.8136783
1 Langham Street,Nedlands,WA,6009,1 Langham Street Nedlands WA 6009,"$1,200,000",1/04/2019,House,4,2,4,540,213,1/01/2011,$850pw,1/04/2020,Shellabears - Cottesloe,-31.9730368,115.8067471
34 Thomas Street,Nedlands,WA,6009,34 Thomas Street Nedlands WA 6009,"$1,875,000",1/04/2019,House,6,2,2,1012,283,1/01/1955,0,1/01/1900,not recorded,-31.9822611,115.8081337
53 Jenkins Avenue,Nedlands,WA,6009,53 Jenkins Avenue Nedlands WA 6009,"$1,350,000",1/04/2019,House,3,2,2,461,230,1/01/2001,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9822978,115.794522
96 Webster Street,Nedlands,WA,6009,96 Webster Street Nedlands WA 6009,"$2,000,000",1/04/2019,House,4,3,4,1012,,1/01/1970,$1100pw,1/05/2021,not recorded,-31.9881117,115.8067471
20 Loch Street,Nedlands,WA,6009,20 Loch Street Nedlands WA 6009,"$875,000",1/03/2019,House,3,1,2,696,139,1/01/1945,0,1/01/1900,not recorded,-31.9770386,115.7916563
58 Loch Street,Nedlands,WA,6009,58 Loch Street Nedlands WA 6009,"$1,490,000",1/03/2019,House,3,2,2,976,233,1/01/1940,0,1/01/1900,not recorded,-31.9797722,115.7916563
5 Doonan Road,Nedlands,WA,6009,5 Doonan Road Nedlands WA 6009,"$1,525,000",1/03/2019,House,4,2,2,461,266,1/01/2003,0,1/01/1900,not recorded,-31.9811572,115.7972952
102 Monash Avenue,Nedlands,WA,6009,102 Monash Avenue Nedlands WA 6009,"$1,250,000",1/03/2019,House,4,2,4,533,137,1/01/1933,$680pw,1/01/2021,Space Real Estate - Cottesloe,-31.970826,115.8097744
15 CLIFTON STREET,Nedlands,WA,6009,15 CLIFTON STREET Nedlands WA 6009,"$990,000",1/03/2019,House,3,1,3,456,142,1/01/1930,$575pw,1/01/2020,not recorded,-31.9720359,115.8110686
90 Stanley Street,Nedlands,WA,6009,90 Stanley Street Nedlands WA 6009,"$1,860,000",1/03/2019,House,5,2,4,1012,230,1/01/1935,0,1/01/1900,Perth Lifestyle Residential - Lifestyle Is Where I,-31.9878959,115.805453
71 Broadway,Nedlands,WA,6009,71 Broadway Nedlands WA 6009,"$1,350,000",1/03/2019,House,3,2,3,549,173,1/01/1933,$695pw,1/12/2020,not recorded,-31.9806199,115.8142576
30B Williams Road,Nedlands,WA,6009,30B Williams Road Nedlands WA 6009,"$900,000",1/03/2019,House,3,2,2,342,174,1/01/2007,0,1/01/1900,Mint Real Estate - Claremont,-31.9727584,115.8095879
41 Weld Street,Nedlands,WA,6009,41 Weld Street Nedlands WA 6009,"$1,150,000",1/03/2019,House,3,2,1,697,147,1/01/1960,$825pw,1/08/2013,not recorded,-31.978711,115.7969254
7 Kanimbla Road,Nedlands,WA,6009,7 Kanimbla Road Nedlands WA 6009,"$1,040,000",1/02/2019,House,3,2,1,483,88,1/01/1932,0,1/01/1900,not recorded,-31.9719304,115.8153668
12/192 Hampden Road,Nedlands,WA,6009,12/192 Hampden Road Nedlands WA 6009,"$485,000",1/02/2019,Townhouse,2,1,2,142,101,1/01/1999,$450pw,1/01/2017,Kempton Azzopardi - Nedlands,-31.973727,115.8138647
16A Dalkeith Road,Nedlands,WA,6009,16A Dalkeith Road Nedlands WA 6009,"$1,630,000",1/01/2019,House,4,2,2,503,239,1/01/2009,$1500pw,1/11/2012,DUET Property Group - Nedlands,-31.9745997,115.8029368
18 COOPER STREET,Nedlands,WA,6009,18 COOPER STREET Nedlands WA 6009,"$1,500,000",1/12/2018,House,4,2,2,910,,1/01/1926,$685pw,1/03/2019,Kempton Azzopardi - Nedlands,-31.9787175,115.8131021
24 Williams Road,Nedlands,WA,6009,24 Williams Road Nedlands WA 6009,"$911,000",1/12/2018,House,2,1,1,456,114,1/01/1937,0,1/01/1900,not recorded,-31.9723572,115.8095896
10 Kingsway,Nedlands,WA,6009,10 Kingsway Nedlands WA 6009,"$2,125,000",1/12/2018,House,4,2,2,880,260,1/01/1935,$1400pw,1/03/2019,not recorded,-31.9813303,115.8136568
79 Clifton Street,Nedlands,WA,6009,79 Clifton Street Nedlands WA 6009,"$1,000,000",1/12/2018,House,3,1,0,468,143,1/01/1921,$550pw,1/07/2020,not recorded,-31.9759918,115.811161
98 Thomas Street,Nedlands,WA,6009,98 Thomas Street Nedlands WA 6009,"$3,700,000",1/12/2018,House,4,4,2,1012,438,1/01/2012,$500pw,1/01/2010,TM Residential - Dalkeith,-31.9884931,115.8080412
63 Vincent Street,Nedlands,WA,6009,63 Vincent Street Nedlands WA 6009,"$2,600,000",1/12/2018,House,5,3,2,961,425,1/01/2010,0,1/01/1900,Caporn Young Estate Agents - Claremont,-31.9862746,115.7984276
61 Williams Road,Nedlands,WA,6009,61 Williams Road Nedlands WA 6009,"$1,250,000",1/12/2018,House,2,1,0,905,114,1/01/1929,$420pw,1/02/2019,Kempton Azzopardi - Nedlands,-31.975791,115.8090349
113 Hardy Road,Nedlands,WA,6009,113 Hardy Road Nedlands WA 6009,"$1,300,000",1/12/2018,House,3,2,4,533,,1/01/1935,0,1/01/1900,Mint Real Estate - Claremont,-31.9713005,115.8094971
92 Bruce Street,Nedlands,WA,6009,92 Bruce Street Nedlands WA 6009,"$2,250,000",1/12/2018,House,5,3,2,1209,241,1/01/1940,$1300pw,1/01/2019,Space Real Estate - Cottesloe,-31.9914969,115.811369
55 Meriwa Street,Nedlands,WA,6009,55 Meriwa Street Nedlands WA 6009,"$955,000",1/12/2018,House,2,1,1,455,124,1/01/1933,$700pw,1/01/2014,Kempton Azzopardi - Nedlands,-31.9749903,115.8100518
27/35 Esplanade,Nedlands,WA,6009,27/35 Esplanade Nedlands WA 6009,"$1,900,000",1/12/2018,Apartment,3,2,2,294,171,1/01/2008,$1000pw,1/04/2020,William Porteous Properties International Pty Lt,-31.9892903,115.8158059
201/30 The Avenue,Nedlands,WA,6009,201/30 The Avenue Nedlands WA 6009,"$1,090,000",1/11/2018,Apartment,2,2,2,189,129,1/01/2009,$795pw,1/12/2018,ACTON Dalkeith,-31.988934,115.8151588
16 Tyrell Street,Nedlands,WA,6009,16 Tyrell Street Nedlands WA 6009,"$1,680,000",1/11/2018,House,4,2,3,809,,1/01/1950,0,1/01/1900,not recorded,-31.9802808,115.8092429
1/1 Park Road,Nedlands,WA,6009,1/1 Park Road Nedlands WA 6009,"$725,000",1/11/2018,Townhouse,3,2,1,198,124,1/01/2006,$650pw,1/12/2018,REG RANSOM REAL ESTATE - DALKEITH,-31.9737462,115.8174928
78 Louise Street,Nedlands,WA,6009,78 Louise Street Nedlands WA 6009,"$1,650,000",1/11/2018,House,3,2,3,1012,437,1/01/2020,$500pw,1/12/2018,William Porteous Properties International Pty Ltd ,-31.9872039,115.8003457
18 Langham Street,Nedlands,WA,6009,18 Langham Street Nedlands WA 6009,"$1,900,000",1/11/2018,House,4,2,3,905,364,1/01/1995,0,1/01/1900,Hub Residential - SWANBOURNE,-31.9746816,115.8072786
22 Louise Street,Nedlands,WA,6009,22 Louise Street Nedlands WA 6009,"$2,400,000",1/11/2018,House,2,1,2,1012,330,1/01/1936,0,1/01/1900,not recorded,-31.9817742,115.8004613
8b Hardy Road,Nedlands,WA,6009,8b Hardy Road Nedlands WA 6009,"$645,000",1/11/2018,Townhouse,3,1,1,115,117,1/01/1977,0,1/01/1900,Kempton Azzopardi - Nedlands,-31.9717545,115.816026
10/2 Waroonga Road,Nedlands,WA,6009,10/2 Waroonga Road Nedlands WA 6009,"$550,000",1/10/2018,Townhouse,2,1,1,150,84,1/01/1975,$410pw,1/08/2020,ACTON Dalkeith,-31.9816877,115.7931353
4B Waroonga Road,Nedlands,WA,6009,4B Waroonga Road Nedlands WA 6009,"$958,000",1/10/2018,House,3,2,2,504,162,1/01/1995,$650pw,1/12/2015,Ockerby Real Estate - WA,-31.9819101,115.7931954
81 The Avenue,Nedlands,WA,6009,81 The Avenue Nedlands WA 6009,"$1,530,000",1/10/2018,House,3,1,3,620,213,1/01/1933,0,1/01/1900,Hub Residential - SWANBOURNE,-31.9923508,115.8113459
126 Princess Road,Nedlands,WA,6009,126 Princess Road Nedlands WA 6009,"$1,200,000",1/10/2018,House,3,2,2,810,222,1/01/1937,0,1/01/1900,Space Real Estate - Cottesloe,-31.9867282,115.7973876
19 Napier Street,Nedlands,WA,6009,19 Napier Street Nedlands WA 6009,"$1,250,000",1/10/2018,House,4,2,2,697,,1/01/1950,$800pw,1/10/2015,One Agency West Coast,-31.9770714,115.7934127
15 Mountjoy Road,Nedlands,WA,6009,15 Mountjoy Road Nedlands WA 6009,"$1,545,000",1/10/2018,Townhouse,4,2,2,1012,144,1/01/2021,0,1/01/1900,Duet Property Group - Nedlands,-31.9812139,115.801039
132 Dalkeith Road,Nedlands,WA,6009,132 Dalkeith Road Nedlands WA 6009,"$1,550,000",1/10/2018,House,2,1,2,999,133,1/01/1935,$520pw,1/01/2020,Ray White - Dalkeith | Claremont,-31.9873614,115.8029572
30 Stanley Street,Nedlands,WA,6009,30 Stanley Street Nedlands WA 6009,"$1,615,000",1/10/2018,House,4,2,1,1012,,1/01/1948,$600pw,1/02/2019,Hub Residential - SWANBOURNE,-31.9820981,115.805453
75 Dalkeith Road,Nedlands,WA,6009,75 Dalkeith Road Nedlands WA 6009,"$1,925,000",1/10/2018,House,4,2,2,1012,291,1/01/1930,0,1/01/1900,Duet Property Group - Nedlands,-31.9817611,115.8023332
7 Bruce Street,Nedlands,WA,6009,7 Bruce Street Nedlands WA 6009,"$1,700,000",1/09/2018,House,4,2,2,814,205,1/01/1935,0,1/01/1900,Duet Property Group - Nedlands,-31.9792196,115.8107912
15 Napier Street,Nedlands,WA,6009,15 Napier Street Nedlands WA 6009,"$1,170,000",1/09/2018,House,4,2,2,696,166,1/01/1940,$220pw,1/08/2014,Gordon Davies Real Estate - DALKEITH,-31.9767815,115.7934127
52 Louise Street,Nedlands,WA,6009,52 Louise Street Nedlands WA 6009,"$2,300,000",1/09/2018,House,4,2,4,1012,308,1/01/2018,0,1/01/1900,Abel Property - Leederville,-31.9846776,115.8003457
41 Broome Street,Nedlands,WA,6009,41 Broome Street Nedlands WA 6009,"$1,505,000",1/09/2018,House,5,2,2,787,238,1/01/1938,$1150pw,1/11/2012,Ray White - Dalkeith | Claremont,-31.9787099,115.7982658
7/28 Stirling Highway,Nedlands,WA,6009,7/28 Stirling Highway Nedlands WA 6009,"$592,000",1/09/2018,Unit,2,1,1,110,110,1/01/1979,0,1/01/1900,Hub Residential - SWANBOURNE,-31.9782863,115.8104797
7/79 Williams Road,Nedlands,WA,6009,7/79 Williams Road Nedlands WA 6009,"$900,000",1/09/2018,House,3,2,2,311,200,1/01/2006,0,1/01/1900,Mark Anderson,-31.9775091,115.8089425
82 Monash Avenue,Nedlands,WA,6009,82 Monash Avenue Nedlands WA 6009,"$1,355,000",1/08/2018,House,2,1,1,533,,1/01/1930,0,1/01/1900,Gordon Davies Real Estate - DALKEITH,-31.9708461,115.8112072
54 Viewway,Nedlands,WA,6009,54 Viewway Nedlands WA 6009,"$1,520,000",1/08/2018,House,5,3,3,713,297,1/01/1926,0,1/01/1900,The Agency,-31.986665,115.8125475
24 Loch Street,Nedlands,WA,6009,24 Loch Street Nedlands WA 6009,"$1,000,000",1/08/2018,House,3,1,1,697,145,1/01/1920,0,1/01/1900,Abel Property - Cottesloe,-31.9773285,115.7916563
11 Kingsway,Nedlands,WA,6009,11 Kingsway Nedlands WA 6009,"$2,180,000",1/07/2018,House,5,3,2,880,312,1/01/1926,0,1/01/1900,Ray White - Dalkeith | Claremont,-31.9821077,115.8130328
2 Dalkeith Road,Nedlands,WA,6009,2 Dalkeith Road Nedlands WA 6009,"$1,400,000",1/07/2018,House,3,1,0,1037,,1/01/1960,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.972886,115.8028647
28 Williams Road,Nedlands,WA,6009,28 Williams Road Nedlands WA 6009,"$1,220,000",1/07/2018,House,3,1,2,456,123,1/01/1937,$530pw,1/10/2011,Abel McGrath Property Group - Claremont,-31.9725743,115.8095434
13 Boronia Avenue,Nedlands,WA,6009,13 Boronia Avenue Nedlands WA 6009,"$1,620,000",1/07/2018,House,4,2,6,1036,328,1/01/1995,$1100pw,1/06/2017,William Porteous Properties International Pty Ltd ,-31.9743752,115.80335
34 Stanley Street,Nedlands,WA,6009,34 Stanley Street Nedlands WA 6009,"$1,530,000",1/07/2018,House,5,5,0,1012,491,1/01/2020,0,1/01/1900,Rossen Real Estate - Nedlands,-31.9824865,115.8054761
117 Dalkeith Road,Nedlands,WA,6009,117 Dalkeith Road Nedlands WA 6009,"$1,455,000",1/06/2018,House,3,1,1,1012,300,1/01/1945,$1500pw,1/04/2021,Caporn Young Estate Agents - Claremont,-31.9857469,115.802287
32 Lupin Hill Grove,Nedlands,WA,6009,32 Lupin Hill Grove Nedlands WA 6009,"$1,380,000",1/06/2018,House,3,2,2,232,203,1/01/2006,$1000pw,1/04/2015,Realmark Western Suburbs - NEDLANDS,-31.9658595,115.8072786
18 Viewway,Nedlands,WA,6009,18 Viewway Nedlands WA 6009,"$2,800,000",1/06/2018,House,5,3,2,883,341,1/01/1989,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9826223,115.8125706
88a Bruce Street,Nedlands,WA,6009,88a Bruce Street Nedlands WA 6009,"$1,250,000",1/06/2018,House,3,3,2,376,158,1/01/1950,$995pw,1/08/2014,Abel McGrath Property Group - Claremont,-31.98993,115.81138
84 Mountjoy Road,Nedlands,WA,6009,84 Mountjoy Road Nedlands WA 6009,"$1,775,000",1/06/2018,House,3,1,2,1012,353,1/01/1935,$590pw,1/05/2015,Abel McGrath Property Group - Claremont,-31.9877925,115.8016399
67C Loftus Street,Nedlands,WA,6009,67C Loftus Street Nedlands WA 6009,"$710,000",1/06/2018,Unit,3,1,2,268,129,1/01/1988,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.98053,115.79216
28 Napier Street,Nedlands,WA,6009,28 Napier Street Nedlands WA 6009,"$1,780,000",1/05/2018,House,4,2,3,697,340,1/01/2001,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9776294,115.7939904
6 LEOPOLD STREET,Nedlands,WA,6009,6 LEOPOLD STREET Nedlands WA 6009,"$1,950,000",1/05/2018,House,4,3,2,498,127,1/01/2018,0,1/01/1900,Space Real Estate - Cottesloe,-31.9869882,115.7950894
70 Mountjoy Road,Nedlands,WA,6009,70 Mountjoy Road Nedlands WA 6009,"$1,700,000",1/05/2018,House,4,2,2,1012,333,1/01/1933,$1250pw,1/06/2015,Kempton Azzopardi - Nedlands,-31.9863173,115.801663
16 Dalkeith Road,Nedlands,WA,6009,16 Dalkeith Road Nedlands WA 6009,"$1,675,000",1/05/2018,House,4,2,4,533,310,1/01/2009,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9744969,115.8029803
37 Marita Road,Nedlands,WA,6009,37 Marita Road Nedlands WA 6009,"$1,720,000",1/05/2018,House,6,2,1,923,,1/01/1959,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9847885,115.7961166
8/89 Winthrop Avenue,Nedlands,WA,6009,8/89 Winthrop Avenue Nedlands WA 6009,"$455,000",1/05/2018,House,2,2,1,100,70,1/01/2013,$450pw,1/09/2016,Kempton Azzopardi - Nedlands,-31.9720124,115.8175621
85 Florence Road,Nedlands,WA,6009,85 Florence Road Nedlands WA 6009,"$2,115,000",1/05/2018,House,5,3,2,1012,414,1/01/1938,0,1/01/1900,Jamie Loh Real Estate - Cottesloe,-31.9883176,115.8035118
1/61 Stirling Highway,Nedlands,WA,6009,1/61 Stirling Highway Nedlands WA 6009,"$390,000",1/05/2018,Unit,2,1,1,130,90,1/01/1967,0,1/01/1900,Acton - Dalkeith,-31.9802878,115.7950997
30 Monash Avenue,Nedlands,WA,6009,30 Monash Avenue Nedlands WA 6009,"$960,000",1/05/2018,House,5,2,3,490,207,1/01/1999,$650pw,1/06/2018,Shellabears - Cottesloe,-31.9708423,115.8152281
24 Kingsway,Nedlands,WA,6009,24 Kingsway Nedlands WA 6009,"$1,375,000",1/05/2018,House,4,1,2,883,,1/01/1933,0,1/01/1900,not recorded,-31.9826555,115.8136568
13 Vincent Street,Nedlands,WA,6009,13 Vincent Street Nedlands WA 6009,"$1,430,000",1/04/2018,House,2,1,1,997,,1/01/1928,0,1/01/1900,Rossen Real Estate - Nedlands,-31.9815802,115.7985894
51 Taylor Road,Nedlands,WA,6009,51 Taylor Road Nedlands WA 6009,"$1,300,000",1/04/2018,House,0,0,2,923,253,1/01/1939,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9862919,115.7949148
22 Dalkeith Road,Nedlands,WA,6009,22 Dalkeith Road Nedlands WA 6009,"$1,360,000",1/04/2018,House,4,2,1,535,234,1/01/2020,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9752525,115.802934
45 Louise Street,Nedlands,WA,6009,45 Louise Street Nedlands WA 6009,"$1,635,000",1/04/2018,House,4,1,3,1056,191,1/01/1931,0,1/01/1900,Airey Real Estate - CLAREMONT,-31.9846739,115.7997911
42A Langham Street,Nedlands,WA,6009,42A Langham Street Nedlands WA 6009,"$900,000",1/04/2018,House,2,1,2,102,102,1/01/1945,0,1/01/1900,Airey Real Estate - CLAREMONT,-31.97707,115.80728
18 Leopold Street,Nedlands,WA,6009,18 Leopold Street Nedlands WA 6009,"$2,200,000",1/04/2018,House,4,2,2,1019,261,1/01/1945,0,1/01/1900,Abel Property - Leederville,-31.9883225,115.7950997
19/35 Esplanade,Nedlands,WA,6009,19/35 Esplanade Nedlands WA 6009,"$1,380,000",1/04/2018,Apartment,3,2,2,184,131,1/01/2008,$875pw,1/12/2017,Ray White City Residential (Perth),-31.9892903,115.8158059
67 Verdun Street,Nedlands,WA,6009,67 Verdun Street Nedlands WA 6009,"$1,200,000",1/03/2018,House,4,3,2,305,348,1/01/2010,$1250pw,1/04/2017,Realmark Western Suburbs - NEDLANDS,-31.9669589,115.8060307
2 Boronia Avenue,Nedlands,WA,6009,2 Boronia Avenue Nedlands WA 6009,"$1,440,000",1/03/2018,House,4,3,2,760,251,1/01/1960,0,1/01/1900,Mack Hall Real Estate - Claremont,-31.9728779,115.8039509
4/112 Stirling Highway,Nedlands,WA,6009,4/112 Stirling Highway Nedlands WA 6009,"$520,000",1/03/2018,Apartment,2,1,1,104,88,1/01/1939,$350pw,1/06/2018,Abel McGrath Property Group - Claremont,-31.9799908,115.8005313
4/36 Martin Avenue,Nedlands,WA,6009,4/36 Martin Avenue Nedlands WA 6009,"$420,000",1/03/2018,House,2,1,1,88,73,1/01/1988,$350pw,1/11/2018,Acton - Dalkeith,-31.9793627,115.8001674
87 Meriwa Street,Nedlands,WA,6009,87 Meriwa Street Nedlands WA 6009,"$1,500,000",1/03/2018,House,4,3,2,468,217,1/01/1933,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9768552,115.8102366
67 Archdeacon Street,Nedlands,WA,6009,67 Archdeacon Street Nedlands WA 6009,"$1,925,000",1/03/2018,House,4,2,2,810,,1/01/1940,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.9853212,115.8097744
3/52 Weld Street,Nedlands,WA,6009,3/52 Weld Street Nedlands WA 6009,"$695,000",1/03/2018,Townhouse,3,1,3,117,117,1/01/1982,0,1/01/1900,William Porteous Properties International Pty Ltd ,-31.9794592,115.7976327
47 Archdeacon Street,Nedlands,WA,6009,47 Archdeacon Street Nedlands WA 6009,"$1,780,000",1/03/2018,House,3,2,2,809,210,1/01/1936,$800pw,1/01/2007,Hub Residential - SWANBOURNE,-31.9833334,115.8097744
2/20 Monash Avenue,Nedlands,WA,6009,2/20 Monash Avenue Nedlands WA 6009,"$580,000",1/03/2018,Townhouse,3,1,2,98,98,1/01/1981,$400pw,1/07/2020,Kim Roberts & Associates Real Estate - NEDLANDS,-31.9708887,115.8159676
2/2A Marita Road,Nedlands,WA,6009,2/2A Marita Road Nedlands WA 6009,"$510,000",1/03/2018,Townhouse,2,1,1,83,83,1/01/1965,$480pw,1/02/2020,Acton - Dalkeith,-31.9810199,115.7967468
27 Langham Street,Nedlands,WA,6009,27 Langham Street Nedlands WA 6009,"$1,930,000",1/03/2018,House,4,2,3,908,281,1/01/1930,0,1/01/1900,Abel McGrath Property Group - Claremont,-31.975609,115.8066316
9 Webster Street,Nedlands,WA,6009,9 Webster Street Nedlands WA 6009,"$480,000",1/03/2018,Unit,2,1,1,1012,84,1/01/1938,0,1/01/1900,not recorded,-31.9799314,115.8060338
